,textID,text,selected_text,sentiment
256,d88ca29383,_watkins Oh my gosh ian i always miss you when your on,miss,negative
257,a38bf809b0, LIKE DREW SAID &quot;GIVE TC A CHANCE&quot; WE WILL MISS THOMAS  BUT HAVE TO MOVE ON. SO WATCH THIS! http://bit.ly/r6RfC,t; WE,negative
258,fefc0ed9f0, wow.???? ??????,wow.,neutral
259,5e3438415f, I will try. But I don't care what my mum says,I will try. But I don't care what my mum says,neutral
260,aa20ff7392," I wasn't given an exact date, but it shouldn't be much longer. Please accept our apologies for the inconvenience!",Please accept our apologies for the inconvenience!,negative
261,58030178a2," she was wonderful, did not get to meet her though","she was wonderful, did not get to meet her though",neutral
262,4fd364c2ba," 140 characters, I find, is rarely enough to elaborate much upon anything.",rarely enough,negative
263,0deb56c608, turn on your closed caption ... Then you can read and watch animal planet at the same tiime.,turn on your closed caption ... Then you can read and watch animal planet at the same tiime.,neutral
264,698a91c45d, thanks!! Yes!! A lot!,thanks!! Yes!! A lot!,positive
265,aadad95bae," You too, Rus!","You too, Rus!",neutral
266,c3b39ee849," Hello!! sounds very good, you can count on me, I follow you!!!","sounds very good,",positive
267,93d4008ef1, testing.... Hey! I gotta add you as someone to follow,testing.... Hey! I gotta add you as someone to follow,neutral
268,3d5b85833e," I've lost count of the number I've rung today already    Were going to Wales, but I'm due in court on monday!","I've lost count of the number I've rung today already    Were going to Wales, but I'm due in court on monday",neutral
269,f9790dc1f0,Twas a good show. I even liked Ciara's last song.   Time for me to go to bed. G'night!,good,positive
270,a490706bc1, For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q,For me everything ok except install crashed at the end and now Safari crashes at every cmd+Q,neutral
271,567bf61ac0," Yes, people skills and social manners are quite nice.  If you a few billion, guess you need MORE love to gently guide you.",nice.,positive
272,8df08cee8a,Goodmorning twitter bugs.. happy monday to you all! Today marks my first official day at my first fulltime job.. time to get ready!,happy,positive
273,9654a9b0b9, Awww  You'll Be Fine...,e Fine,positive
274,568d9404ec, you can explore the site 2 and find cool stuff,you can explore the site 2 and find cool stuff,positive
275,6a2aae1814,"Happy Mother's Day, amma!  I made u cake, remember? U loved it!","Happy Mother's Day, amma!  I made u cake, remember? U loved it!",positive
276,c1e7fe449e,"_rubadeau Last weekend I had a pretty solid brunch at Bar Wellington. Hard to screw up steak and eggs, though",I had a pretty solid brunch,positive
277,13e1519ce3,"  good as, cya in melbourne",good,positive
278,150073b9ca, Welcome back!,Welcome back!,neutral
279,5baaecb00c," Lucky you  I face south so I can hear them, and see them reflected off Phillips Point",Lucky you,positive
280,d5b83f848c, of couuuurse fika  i'll pray thes best for you then.,of couuuurse fika  i'll pray thes best for you then.,neutral
281,c70c228685,They just admitted my grandma to the hospital... Shes my only last one  please pray for her,Shes my only last one,negative
282,9b0414b040,A Banana and 2 cups of Coffee...Not a so Healthy Breakfast!,Not a so Healthy,negative
283,1b48b4632b, that really sucks - I think I might cry if I skipped over anything important I don't have. Comps are getting to be disposable,sucks,negative
284,e999df98cc, They should add Dunkin Donuts to their menu too.,They should add Dunkin Donuts to their menu too.,neutral
285,c24609183c,"Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream","Is up, coffee in hand with laminate floor to lay then Footy to watch and play, living the dream",neutral
286,6d924430ec,No 1 evr brngs me a starbux!   *~CoRiEoGrApHy~*,No 1 evr brngs me a starbux!,neutral
287,e5f6ecf00a,went to bed last night with the feeling of a migraine coming and woke up feeling worse.,woke up feeling worse.,negative
288,421beb7e2b,"_city Hey, u like FOB 2! Follow me, luv 2 talk more, looking 4 frineds + followers!  ~Ellen~",luv 2,positive
289,e578b04e2a,"i need to see ...now! someone buy me a plane ticket, please?","i need to see ...now! someone buy me a plane ticket, please?",neutral
290,2991e56ed4,@ ginniejean there's a lot of mojo all over the place...  yes.,@ ginniejean there's a lot of mojo all over the place...  yes.,neutral
291,bbbc46889b, THANK YYYYYYYYYOOOOOOOOOOUUUUU!,THANK YYYYYYYYYOOOOOOOOOOUUUUU!,positive
292,d7fa220244,off to the family party,off to the family party,neutral
293,08e64c5400,Lucy has an upset tummy and sore leg  http://apps.facebook.com/dogbook/profile/view/182397,upset,negative
294,6f3566719e,4am Hubby's alarm-song playing was &quot;Blame it on the Alcohol&quot; Of course I couldn't get back to sleep after cause thinking of Joe on cruise,Of course I couldn't get back to sleep after cause thinking of Joe,negative
295,9055095298,ready for the weekend and sad that I have to be at the office again tomorrow morning,sad th,negative
296,1fbc83a3c8, You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,You are right.  If you ordered a static IP it should have been set up.  I apologize if it was not,neutral
297,34755fc11a, I wish I could still drink it but I had two bad nights with white wine in London and then I was sick for almost a week,sick,negative
298,a51ec5ece8, very talented Sam,talented,positive
299,d81e3618bd, I know.     #hhrs,I know.     #h,neutral
300,22cb6d05cf,WOW Panic at the disco en Abbey Road,WOW Panic at the disco en Abbey Road,neutral
301,ee50e9f914, Hi Selena i made this team to support you in Greece and Cyprus,support you,positive
302,ff196f91e9,I love that my boyfriends loves my mac n cheese. he even took some to work with him,love,positive
303,5a7c476187,I really ain't woth a ****. I can't do anythin right.   What's wrong with me?,What's wrong with me?,negative
304,5b20ab3365,Making an iMovie of college,Making an iMovie of college,neutral
305,c63410a989,NO MORE MSHS!!!!!!!! Gotta go to work...too tired,too tired,negative
306,10700d7927, so how is the most wonderful mommy in the world doing?,wonderful,positive
307,bfc6e40ae6,All the food in my house has sugar ants in it,All the food in my house has sugar ants in it,neutral
308,05629e13d6, love you loads hun ) hot weather gutted i aint with you now chillaxing  but we got tomoz  xxxx,hot weather gutted i aint with you now chillaxing  but we got tomoz,neutral
309,b192e1c733, awww  well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe,awww  well I am here...just in case...I am not like THE PERFECT FUNNY FRIEND but I`m here hehe,neutral
310,153027be1c, wheres the music mannnn!!?? my inbox is still empty,my inbox is still empty,negative
311,33577dd81b," LOL good to know the time in LA, it's a 9h time difference ...  good morning to ya",good to know,positive
312,1e551df661, I think that normally we are drawn to people familiar or similar to us. The cougar thing is for some quick fun.,fun.,positive
313,4b3fd4ec22,Last day at DMA over!     a million sad faces.,ion,negative
314,5593a8341f,oh about you lol sorry my minds always on you,oh about you lol sorry my minds always on you,neutral
315,f8003ffdba,omg i didnt tweet all that much today.... *sadness*,. *sadness*,negative
316,db103c86f6,please please please please let my match be cancelled today. PLEASE,please please please please let my match be cancelled today. PLEASE,positive
317,96cb55250d, Awww Thatss Well Sad  x,Sad,negative
318,c095d013ae, Soon I hope... Really need to finish the cloning project so I can get more done,hope.,positive
319,6f87ac1c3a,Hairdye patch test has just smeared all over my WHITE duvet cover  **** ****. &lt;3,smeared,negative
320,9fc2db9310,"City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL","City Dippin iz u fun, so much eye candy out here...I remember y I miss  LOL",positive
321,8e98e7fc0b,I'm SAD SAD SAD!!! thought my aunty Stina coming but no more  i was so looking forward to having family..i miss dat! i'm alone on maui,I'm SAD SAD SAD!!!,negative
322,804482ed6a,"Can you dig it, sucka?  Booker T.  Former WWE Wrestler","Can you dig it, sucka?  Booker T.  Former WWE Wrestler",neutral
323,08afc22a35,It's fun,It's fun,positive
324,95737a7640,Getting back my English minor exam soon. dum dum dum duuuum. Me and Margrete had a burping comp. haha. I WON,I WON,positive
325,b09aab17c1,Watching Oceans 11 in Vegas - seems so appropriate,seems so appropriate,positive
326,a7966b1708,Working technology! I love you WAZ!,I love you WAZ!,positive
327,7cd45d9ece,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it out,MORNING EVERY1! Giveaway at http://tinyurl.com/dhc4hg  Mod Kid Emma pattern &amp;$25 GiftCert to HipFabric!! GO check it,neutral
328,6819873075, **** that is awful... could not believe it at first... so sad,awful.,negative
329,8d0fdbed6d,voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,voyed on MTV Movie Awards  Mostly on TWILIGHT and SLUMDOG   http://is.gd/wBt6,neutral
330,b874ca5647,"A singing girl. Talented, yeah. Good to complain about? No","Talented,",positive
331,970ae7e78a,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9's with K kick. He shows A9.,SB 239K.  Flop A Q 9.  4 players check. Turn 9. I check call 200 bet. River brick. I check call with trip 9's with K kick. He shows A9.,neutral
332,433d0e9177," lol.  When I went to buy my new laptop in Feb., I already knew, lol, but I looked anyway and walked away sadfaced. :/",y sadfaced,negative
333,772121f139,It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!,It takes nearly 2 days to figure out what causes the mic problems at #euruko: Do not hold the mic at the bottom!,neutral
334,45e9599ec1, haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,haha i am aware of how one contracts a UTI.  and i have training for work at 8:45 tomorrow morning so i have to go to bed early,neutral
335,06d79996c4,Good Morning Twitter Bugsssss 8:48am and my day starts nowwwww,Good Morning Twitter,positive
336,23e1f7dca4,Is at a photoshoot.,Is at a photoshoot.,neutral
337,a8bf43dc82,I have to work tonight  But I get my paycheck!,I have to work tonight  But I get my paycheck!,neutral
338,8db4d80318, Jars was gonna be my answer,Jars was gonna be my answer,neutral
339,c47421facf,"rap battling at second sat, now at the moviesss  haha &quot;i swim in a lake of ****&quot;- Matthew M. ( Ghosts of Girlfriends Past)","rap battling at second sat, now at the moviesss  haha &quot;i swim in a lake of ****&quot;- Matthew M. ( Ghosts of Girlfrie",neutral
340,17a362db4b,i can't believe my little brother is married...,i can't believe my little brother is married...,neutral
341,cbe913571f,Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,Time to wind down and relax a little.  I can only change the world a little through Twitter each evening.  The rest will be up to others.,neutral
342,93d5d0038c,"Watching NHL playoff Game1 tomorrow night if anyone is interested, and I know that none of you are.",know that none of you are.,negative
