,frequency,presence
looking forward to it,2,1.0
so how are you,2,1.0
i have nothing to,2,1.0
i wonder if i,2,1.0
s cool i do,2,1.0
ll just have to,2,1.0
even a little bit,2,1.0
m off to see,2,1.0
trying to suss out,2,1.0
leno tonite it s,2,1.0
it s better tomorrow,2,1.0
working my way through,2,1.0
yeah but too late,2,1.0
amp big deal i,2,1.0
have to work tonight,2,2.0
i d rather be,2,1.0
the last two days,2,1.0
finished some sunday cleaning,2,1.0
if i were going,2,3.0
i m with ya,2,1.0
you ve got a,2,1.0
on the details but,2,1.0
and what s your,2,1.0
woke up at and,2,1.0
anyone know how to,2,1.0
cloudy day here in,2,1.0
solution URL get free,2,1.0
i know that feeling,2,1.0
know how to use,2,1.0
of a tan today,2,1.0
that i m done,2,1.0
on me it s,2,1.0
and im gon na,2,1.0
the next chapter of,2,1.0
it turns out i,2,1.0
just told me to,2,1.0
but i bet they,2,1.0
ca nt i m,2,1.0
ryan kdg graduation feel,2,1.0
in tonight mogwai on,2,1.0
m not in love,2,1.0
give a shout out,2,1.0
my first day at,2,1.0
it s a great,2,1.0
it says the video,2,1.0
no worries about the,2,1.0
i thought i should,2,1.0
and i forgot my,2,1.0
back of the head,2,1.0
u the other day,2,1.0
i guess it all,2,1.0
what a lovely day,2,1.0
me for the day,2,1.0
m gon na be,2,1.0
but it did nt,2,1.0
and i m listening,2,1.0
a member of the,2,1.0
say hi to me,2,1.0
tell me about it,2,1.0
i will not be,2,1.0
i knew i was,2,1.0
have to wait til,2,1.0
i didnt like it,2,1.0
check this video out,2,1.0
you get distracted easier,2,1.0
fourth be with you,2,1.0
send you a direct,2,1.0
it looks like the,2,1.0
i wo nt go,2,1.0
i m listening to,2,20.0
miss you hope you,2,1.0
me so i could,2,1.0
tonight i do nt,2,1.0
i need to be,2,1.0
was in front of,2,1.0
i wish it was,2,1.0
day love you years,2,1.0
you know you want,2,1.0
have to get ready,2,1.0
i d love to,2,1.0
have a lot of,2,1.0
guess i ll do,2,1.0
probably going to miss,2,7.0
i want her to,2,1.0
the doctor i do,2,1.0
i told you i,2,1.0
but i m going,2,1.0
sometimes i wish i,2,1.0
good except that neck,2,1.0
hey i ca nt,2,1.0
ta be at work,2,1.0
to the end of,2,1.0
not that into you,2,1.0
on the bright side,2,1.0
jay leno tonite it,2,1.0
i had my hair,2,1.0
going to bed now,2,1.0
the fourth be with,2,2.0
na see the jonas,2,1.0
s under a honeymoon,2,1.0
a walk in the,2,1.0
gon na get my,2,1.0
back to school on,2,2.0
bonus recoup your investment,2,1.0
both of us i,2,1.0
go to pieces and,2,1.0
wan na sell me,2,1.0
good morning to you,2,1.0
you know i am,2,1.0
you know i love,2,1.0
how to lose a,2,1.0
congrats to all graduates,2,1.0
s why you are,2,1.0
old enough to know,2,1.0
in less than hours,2,1.0
a few things to,2,1.0
i have to do,2,1.0
new design portfolio is,2,1.0
have nt had any,2,1.0
i think of it,2,1.0
nt be the same,2,1.0
it s in hd,2,1.0
URL get free sms,2,1.0
the first to know,2,1.0
i have to study,2,1.0
didnt have to work,2,1.0
did nt see the,2,1.0
have a great show,2,1.0
year ca nt catch,2,1.0
just got home and,2,1.0
shout out to my,2,1.0
i sent you an,2,1.0
time i see you,2,1.0
wish we could get,2,1.0
on the plus side,2,1.0
does nt show up,2,2.0
did nt work out,2,1.0
hm i do nt,2,1.0
you got me excited,2,1.0
there but i live,2,1.0
i dont get how,2,1.0
are nt following me,2,1.0
i know i was,2,1.0
my way to the,2,1.0
aww i m sorry,2,1.0
to come home i,2,1.0
i have nt been,2,1.0
dunno if i can,2,1.0
going to bed soon,2,1.0
sorry that i wont,2,1.0
but have to move,2,1.0
the other day but,2,1.0
if i was nt,2,1.0
nt know there was,2,1.0
i went to go,2,1.0
it can only get,2,1.0
s last show tonight,2,1.0
in ny till oct,2,1.0
was gon na say,2,1.0
i m thinking of,2,1.0
was nice to wake,2,1.0
a nice friends like,2,1.0
and i are having,2,1.0
to see how long,2,1.0
i was just talking,2,1.0
to take a photo,2,1.0
is the way to,2,1.0
im gon na get,2,1.0
just want to sleep,2,1.0
to move on so,2,38.0
i have nt heard,2,4.0
know you want to,2,1.0
nt get the job,2,1.0
got ta find a,2,1.0
it s friday and,2,1.0
ctrl on bottom right,2,1.0
on lol i m,2,1.0
going to try and,2,1.0
some tweaking on the,2,1.0
it s not the,2,1.0
m going to miss,2,1.0
listening to the new,2,1.0
cake and ice cream,2,1.0
gon na miss you,2,1.0
to be doing the,2,1.0
from a day of,2,1.0
getting more and more,2,1.0
i have lots of,2,1.0
i m done with,2,1.0
i sent you a,2,1.0
star wars day i,2,1.0
marketing empire bonus recoup,2,1.0
i cudve attended my,2,1.0
a bit in love,2,1.0
and then off to,2,1.0
gon na be at,2,1.0
i m sitting here,2,1.0
pointy shoes haha and,2,1.0
is looking forward to,2,1.0
in the same boat,2,1.0
hope he gets better,2,1.0
a picture of the,2,1.0
i ll go to,2,1.0
get my hair done,2,1.0
music i think i,2,1.0
s mother s day,2,1.0
tonight is the last,2,1.0
so i can have,2,1.0
for the last two,2,1.0
hope all is well,2,1.0
right now i m,2,1.0
early in the morning,2,1.0
i keep thinking about,2,1.0
are going to be,2,1.0
do you want to,2,1.0
doctor i do nt,2,1.0
do nt know i,2,1.0
tonight i want to,2,1.0
think i should go,2,1.0
as long as it,2,1.0
so glad it s,2,1.0
bad it s not,2,1.0
wish i was at,2,1.0
birds are nt upside,2,1.0
i need to start,2,1.0
going to be the,2,1.0
just finished some sunday,2,1.0
anyone have an extra,2,1.0
lil man ryan kdg,2,1.0
been up for ages,2,1.0
i hope she is,2,1.0
do nt be mad,2,1.0
URL still needs some,2,1.0
not want to go,2,1.0
was nt going to,2,1.0
in the morning i,2,1.0
be with you quot,2,1.0
cause i went today,2,1.0
you wo nt see,2,1.0
you know what they,2,1.0
and i m so,2,1.0
but too late hun,2,1.0
s more fun revising,2,1.0
you ca nt be,2,1.0
m getting more and,2,1.0
to do with my,2,1.0
today is going to,2,1.0
the sun is out,2,1.0
wo nt be the,2,1.0
watching a movie with,2,1.0
amp i m still,2,1.0
a honeymoon by the,2,1.0
have to work today,2,1.0
i really need a,2,1.0
to do with it,2,1.0
hope it s better,2,1.0
check it out check,2,1.0
it s the way,2,1.0
it s in the,2,1.0
out of the parking,2,1.0
ll have to go,2,1.0
to sign up for,2,1.0
before you know it,2,2.0
nt know why but,2,1.0
if you have nt,2,1.0
you can have one,2,1.0
do nt tell me,2,1.0
graduates such a beautiful,2,1.0
this time of year,2,2.0
m not going to,2,1.0
miss thomas but have,2,1.0
something it s a,2,1.0
why did i agree,2,1.0
ca nt get it,2,1.0
to have a drink,2,1.0
your investment in hours,2,1.0
is what happens when,2,1.0
how i met your,2,1.0
i m originally from,2,1.0
can i get a,2,1.0
do nt remember the,2,1.0
i am in a,2,1.0
i feel i am,2,1.0
i did nt even,2,1.0
damned if you do,2,1.0
if i did nt,2,1.0
go tomorrow lmao cause,2,1.0
i can see you,2,1.0
that s not good,2,1.0
get hit by a,2,1.0
the last few days,2,1.0
i dunno if i,2,1.0
time for me to,2,1.0
so we can have,2,1.0
ca nt wait that,2,1.0
out of my house,2,1.0
to all the mothers,2,1.0
contact me if interested,2,1.0
i m watching the,2,1.0
have nothing to do,2,1.0
up i have a,2,1.0
in a week i,2,2.0
sunday cleaning waiting to,2,1.0
nt know why i,2,1.0
you a direct message,2,1.0
the episode of jonas,2,1.0
in the rain outside,2,1.0
to bust a cap,2,1.0
off to see the,2,1.0
but i hope you,2,1.0
rain outside now im,2,1.0
at my brothers soccer,2,1.0
do i really have,2,1.0
you feel better soon,2,1.0
got ta wake up,2,1.0
get through the work,2,1.0
all day but i,2,1.0
want to quit my,2,1.0
in a bit to,2,1.0
others but you get,2,1.0
end of our roommate,2,1.0
i ve got one,2,1.0
it s just you,2,1.0
to you but i,2,1.0
fact that i m,2,1.0
now i m at,2,1.0
are you headed to,2,1.0
a shout out to,2,1.0
get free sms with,2,1.0
another friday night at,2,1.0
i could do with,2,1.0
wait to see them,2,1.0
roommate era and you,2,1.0
work in less than,2,1.0
have to work saturday,2,1.0
a card on a,2,1.0
do nt make me,2,1.0
last night in a,2,1.0
are we going to,2,1.0
finished my new song,2,1.0
move on so watch,2,1.0
my last day of,2,1.0
bit of a tan,2,1.0
to come with me,2,1.0
the first time in,2,1.0
on the other side,2,1.0
of the parking lot,2,1.0
know what that means,2,1.0
a long night out,2,1.0
middle of the night,2,1.0
playing with the new,2,1.0
it s almost over,2,1.0
details but it s,2,1.0
revising with others but,2,1.0
for a run now,2,1.0
what s your favorite,2,1.0
ta get up early,2,1.0
neck shot and steve,2,1.0
well now i m,2,2.0
people who live there,2,1.0
was nt too bad,2,1.0
figure out how this,2,1.0
that s how you,2,1.0
it was nt meant,2,1.0
get to see my,2,1.0
too much to do,2,1.0
get better soon i,2,1.0
now im going to,2,1.0
no it s the,2,1.0
i soo need to,2,1.0
a mother s day,2,1.0
today freakin filipino parents,2,1.0
i have a question,2,1.0
good thing i m,2,1.0
know it s raining,2,17.0
tweaking on the details,2,1.0
did i agree to,2,2.0
through the work day,2,1.0
will let you know,2,1.0
ta go to bed,2,1.0
to the grocery store,2,1.0
besties if only was,2,1.0
day today and i,2,1.0
now im cold bbrr,2,1.0
to get my hair,2,1.0
keep up with the,2,1.0
needs some tweaking on,2,2.0
bad they re not,2,1.0
gon na need a,2,1.0
we re no longer,2,1.0
i hope everything is,2,1.0
know what i should,2,1.0
i m out of,2,1.0
has to be done,2,1.0
our roommate era and,2,1.0
i can only imagine,2,1.0
na be at the,2,1.0
sorry i did nt,2,1.0
hav a chance to,2,1.0
see it again i,2,1.0
is going on warped,2,1.0
cover for my iphone,2,1.0
had a good day,2,1.0
for the past hours,2,1.0
and catching up on,2,1.0
i still need more,2,1.0
you re not following,2,1.0
so i guess i,2,1.0
they seem to be,2,1.0
the devon horse show,2,1.0
poor girl i hope,2,1.0
did nt get any,2,1.0
wish i could be,2,1.0
just off to bed,2,1.0
july s last day,2,1.0
i think its all,2,1.0
get distracted easier gt,2,1.0
better i ve been,2,1.0
i m not working,2,4.0
to pieces and i,2,1.0
a beautiful thing amp,2,1.0
i am so so,2,1.0
i have no one,2,1.0
ca nt help it,2,1.0
i dont have the,2,1.0
a long way from,2,1.0
she s not coming,2,1.0
s star wars day,2,1.0
how to use twitter,2,1.0
if u havent voted,2,1.0
day happy mothers day,2,1.0
m going to buy,2,1.0
just found out my,2,1.0
there s a new,2,2.0
get out of bed,2,1.0
haha and ah you,2,1.0
and to you too,2,1.0
now i have to,2,1.0
going to be doing,2,1.0
because of the new,2,1.0
tucking myself in tonight,2,1.0
are you doing today,2,1.0
cudve attended my lil,2,1.0
with my mom for,2,1.0
not sure i can,2,1.0
gon na read a,2,1.0
i love and miss,2,1.0
i still need to,2,1.0
holy i need to,2,1.0
be in ny till,2,1.0
because i have to,2,1.0
going to see the,2,1.0
i had to leave,2,2.0
my neuroanatomy takehome test,2,1.0
where are you going,2,1.0
it from the back,2,1.0
i hope i can,2,1.0
got me excited about,2,1.0
trying to save money,2,1.0
long as you have,2,1.0
i have to take,2,1.0
so i did nt,2,1.0
to get it fixed,2,1.0
ca nt believe how,2,1.0
to pick up the,2,2.0
i m getting ready,2,1.0
what can i say,2,1.0
goin to see you,2,1.0
i just saw the,2,1.0
get some sleep i,2,1.0
it wont let me,2,1.0
it out check it,2,1.0
in a long time,2,1.0
shot and steve s,2,1.0
go if you can,2,1.0
night i do nt,2,1.0
so i can sleep,2,1.0
to go for a,2,1.0
want to go outside,2,1.0
it s a good,2,1.0
do nt know yet,2,1.0
m in a good,2,1.0
schedule so i m,2,1.0
comment my new myspace,2,1.0
still have nt gotten,2,1.0
down on the back,2,1.0
today and i have,2,1.0
to make it to,2,1.0
off to the movies,2,1.0
ca nt get to,2,1.0
my own amp it,2,1.0
for a new sms,2,1.0
to have to wait,2,1.0
haha because i m,2,3.0
will get back to,2,1.0
i want it back,2,1.0
m not gon na,2,1.0
i didnt have to,2,1.0
is blocked in china,2,1.0
too seen empire top,2,1.0
up to go to,2,1.0
chapter of kiyosaki s,2,1.0
that i have to,2,1.0
i hope you do,2,1.0
know what you think,2,1.0
want some ice cream,2,1.0
are you coming to,2,1.0
it s about time,2,1.0
heading off to the,2,1.0
gt lt yeah i,2,1.0
investment in hours or,2,1.0
i was a kid,2,1.0
sonny with a chance,2,1.0
beautiful thing amp big,2,1.0
next week if u,2,1.0
do not feel like,2,1.0
the week with a,2,1.0
want her to win,2,1.0
ve got ta go,2,1.0
the rain outside now,2,1.0
from me but i,2,1.0
lt yeah i m,2,1.0
m so sad i,2,1.0
but no one will,2,1.0
if you re not,2,1.0
take a photo of,2,1.0
am trying to get,2,1.0
im stuck in the,2,1.0
that s the prob,2,1.0
s wrong with the,2,1.0
i ll make it,2,1.0
to have a look,2,1.0
have the day off,2,1.0
m getting ready to,2,1.0
wish i can go,2,3.0
but it wo nt,2,1.0
i missed out on,2,1.0
there going to be,2,1.0
me but i do,2,1.0
went today freakin filipino,2,1.0
wan na see the,2,1.0
i just got a,2,1.0
it was on the,2,2.0
to see it again,2,1.0
get a shout out,2,1.0
do that all the,2,1.0
lmao cause i went,2,1.0
and i know i,2,1.0
up for it at,2,1.0
i m sure you,2,1.0
lol i do nt,2,3.0
s a lot of,2,1.0
i get a job,2,1.0
never get to see,2,1.0
i m not on,2,1.0
in the us for,2,1.0
gon na miss my,2,3.0
i just got off,2,1.0
just want to go,2,1.0
of kiyosaki s book,2,1.0
URL only available till,2,1.0
nks for the follow,2,1.0
win7 boot time quot,2,1.0
need to buy a,2,1.0
my plans for the,2,1.0
it s pretty good,2,1.0
and it was in,2,1.0
not i want to,2,1.0
of my day i,2,1.0
does nt have a,2,1.0
she s got a,2,1.0
was a good night,2,1.0
you know if you,2,1.0
but it does nt,2,1.0
i m jealous i,2,1.0
i ve been waiting,2,1.0
outside now im cold,2,1.0
talk to you later,2,1.0
i do that all,2,1.0
of the new kirk,2,1.0
thomas but have to,2,1.0
me what you think,2,1.0
says she wants to,2,1.0
when i ca nt,2,1.0
you re better off,2,1.0
hahaha i have a,2,1.0
time machine to go,2,1.0
nt meant to be,2,1.0
s back of the,2,1.0
i could have been,2,1.0
just have to find,2,1.0
its gon na rain,2,1.0
two nights in a,2,1.0
a pic of you,2,1.0
thing amp big deal,2,1.0
the way to go,2,1.0
to hear you re,2,1.0
so i can get,2,1.0
by the good life,2,1.0
guess i ll just,2,1.0
now i want to,2,1.0
i never get to,2,1.0
to get a list,2,1.0
i m following you,2,1.0
i m a little,2,1.0
i ll get to,2,1.0
think i m gon,2,1.0
the other day i,2,1.0
nt want to be,2,1.0
be with you all,2,1.0
well it s not,2,1.0
it s a little,2,1.0
s a beautiful day,2,1.0
ca nt catch it,2,1.0
ll be back in,2,1.0
have nt heard from,2,1.0
read the next chapter,2,1.0
of what to do,2,1.0
now i know how,2,1.0
made a little cover,2,1.0
under a honeymoon by,2,1.0
wants to go see,2,1.0
friday night at home,2,4.0
now i m in,2,1.0
my way home from,2,1.0
my new myspace pictures,2,1.0
wan na move to,2,1.0
because you are nt,2,1.0
forward to seeing the,2,1.0
i did nt notice,2,1.0
still gon na be,2,1.0
and going back to,2,1.0
in the uk ca,2,1.0
with others but you,2,1.0
if you can i,2,1.0
do nt like the,2,1.0
even if it is,2,1.0
except that neck shot,2,1.0
they do nt have,2,1.0
fun revising with others,2,1.0
i guess it was,2,1.0
to clean my room,2,1.0
about to jump in,2,1.0
i ve been to,2,1.0
off to work i,2,1.0
shark boy and lava,2,1.0
internet marketing empire bonus,2,1.0
figuring out how to,2,1.0
havent seen you all,2,1.0
i havent seen you,2,1.0
how to work it,2,1.0
of my neuroanatomy takehome,2,1.0
i wan na know,2,1.0
at on a saturday,2,1.0
ca nt get the,2,1.0
time to take a,2,1.0
s for the night,2,1.0
love it if you,2,1.0
that neck shot and,2,1.0
but no one is,2,1.0
just got ta keep,2,3.0
but i do have,2,8.0
blame it on the,2,1.0
a little bit of,2,1.0
ca nt believe it,2,1.0
and a few more,2,1.0
s july s last,2,2.0
thanks for the ff,2,1.0
to call you but,2,1.0
i have to admit,2,1.0
off to bed with,2,1.0
what they say about,2,2.0
when i woke up,2,1.0
you wan na see,2,1.0
can only get better,2,1.0
so i can dm,2,1.0
and mother s day,2,1.0
i want to call,2,1.0
find a new job,2,1.0
have a nice friends,2,1.0
it was on a,2,1.0
i ca nt afford,2,1.0
i can go tomorrow,2,1.0
her to win but,2,1.0
will miss thomas but,2,1.0
you are going to,2,1.0
sms with every itagg,2,1.0
omg it s july,2,1.0
me know what you,2,1.0
a new sms sending,2,1.0
but other than that,2,1.0
i could have got,2,1.0
i ve just been,2,1.0
get ready for the,2,1.0
really wan na go,2,1.0
would you like to,2,1.0
am going to be,2,1.0
nt make it to,2,1.0
i should go to,2,1.0
is new to twitter,2,1.0
it s friday i,2,1.0
at least i ll,2,1.0
trying to decide what,2,1.0
why are nt you,2,1.0
there were nt any,2,1.0
catching up with my,2,1.0
i am actually just,2,1.0
that was a good,2,1.0
is what i am,2,1.0
cause i ca nt,2,1.0
see you when you,2,1.0
a few more hours,2,1.0
the last time i,2,1.0
i m new to,2,1.0
is gon na happen,2,1.0
me it wo nt,2,1.0
be up in the,2,1.0
m no longer a,2,1.0
do the same thing,2,1.0
and then it goes,2,1.0
when you get back,2,1.0
let s go to,2,1.0
on our way home,2,1.0
why am i still,2,1.0
right now on my,2,1.0
for it to be,2,1.0
to make me feel,2,1.0
that made me laugh,2,1.0
then going to the,2,1.0
do nt know you,2,1.0
jonas brothers concert experience,2,2.0
do nt have school,2,1.0
if you re in,2,1.0
over so we can,2,1.0
it a few hours,2,1.0
i dont get twitter,2,1.0
i wan na move,2,1.0
much work to do,2,1.0
i could nt eat,2,1.0
empire top computer games,2,1.0
nt have to work,2,1.0
want to call you,2,1.0
to dm you but,2,1.0
for a walk in,2,2.0
what to do when,2,1.0
me i have a,2,1.0
going to have a,2,1.0
just found out i,2,1.0
to bed i think,2,1.0
why do i always,2,1.0
i need someone to,2,1.0
i ll be on,2,1.0
nt wait that long,2,1.0
another day at the,2,1.0
it is time to,2,3.0
maybe i wo nt,2,1.0
my iphone the birds,2,1.0
i tried to ask,2,1.0
i ca nt call,2,1.0
stay at home mom,2,1.0
going to be in,2,4.0
and see if i,2,1.0
be able to buy,2,1.0
i feel bad for,2,1.0
did nt like it,2,1.0
and i just got,2,1.0
day to all you,2,1.0
me excited about the,2,1.0
were gon na go,2,1.0
still have to work,2,1.0
why am i awake,2,1.0
no one is at,2,1.0
i do nt make,2,1.0
but i dont think,2,1.0
i hope i get,2,1.0
has to get up,2,1.0
going to bed in,2,1.0
i kno i m,2,2.0
i love you i,2,1.0
still waiting on the,2,1.0
i m ready to,2,1.0
i ll make u,2,1.0
i wan na vote,2,1.0
to see what they,2,1.0
first time in weeks,2,1.0
be able to talk,2,1.0
i might have to,2,1.0
i can go home,2,1.0
his last day as,2,1.0
i met your mother,2,1.0
i going to do,2,1.0
i hope she s,2,1.0
nights in a row,2,1.0
have a day off,2,1.0
back from a weekend,2,1.0
seen empire top computer,2,1.0
i did nt realize,2,1.0
wan na go shopping,2,1.0
do nt get to,2,1.0
guess it was nt,2,1.0
wait to go home,2,1.0
off to do the,2,1.0
i suck at it,2,1.0
so i thought i,2,1.0
i need to look,2,1.0
m on twitter now,2,1.0
wo nt be on,2,1.0
wish i were there,2,1.0
dont think it is,2,1.0
like a year old,2,1.0
th nks for the,2,1.0
u want to change,2,1.0
cool i do nt,2,1.0
it s not in,2,1.0
you are nt following,2,1.0
at the gym and,2,1.0
m still waiting for,2,1.0
nt upside down on,2,1.0
bout to go to,2,1.0
i do nt find,2,1.0
i hope you find,2,1.0
wo nt be a,2,1.0
ca nt remember it,2,1.0
least it s not,2,2.0
now on my justin.tv,2,1.0
it s mothers day,2,1.0
on my justin.tv channel,2,1.0
do you know if,2,1.0
me too i do,2,1.0
a day off i,2,1.0
and put it in,2,1.0
but they are nt,2,1.0
but i could nt,2,1.0
to be at work,2,1.0
have to make up,2,1.0
hey how are you,2,1.0
how are you going,2,1.0
the next few weeks,2,1.0
that s why you,2,1.0
miss miss miss miss,2,1.0
to eat with my,2,1.0
tonite it s his,2,1.0
i have a feeling,2,1.0
it s star wars,2,1.0
a good thing i,2,1.0
why are you sad,2,1.0
i could nt get,2,1.0
sad that i m,2,1.0
have to keep it,2,1.0
watching the episode of,2,1.0
buy me this anthropomorphic,2,1.0
sad day love you,2,1.0
attended my lil man,2,1.0
but you get distracted,2,1.0
figure out what to,2,1.0
empire bonus recoup your,2,1.0
i will go to,2,1.0
some sunday cleaning waiting,2,1.0
marks the end of,2,1.0
ready to go home,2,1.0
to read the next,2,1.0
to get me a,2,1.0
way later than i,2,1.0
is no sun here,2,1.0
